date,weekday,城六区,西北部,东北部,东南部,西南部
2024/3/16,Saturday,122.23083333333334,105.9775,116.045,142.21,131.59666666666666
2024/3/17,Sunday,41.739999999999995,38.68,36.613749999999996,40.85833333333333,48.40333333333333
2024/3/18,Monday,113.07833333333333,115.96749999999999,118.75,121.66000000000001,127.52666666666666
2024/3/19,Tuesday,83.39833333333333,74.89750000000001,73.13625,85.90166666666666,81.50666666666666
2024/3/20,Wednesday,56.39250000000001,46.115,42.0775,51.905,60.15333333333333
2024/3/21,Thursday,88.64583333333333,78.24,72.775,84.03666666666668,88.15333333333335
2024/3/22,Friday,70.29166666666667,53,54.505,71.375,79.14
2024/3/23,Saturday,85.49916666666665,70.75,66.52625,98.08333333333333,80.12333333333333
2024/3/24,Sunday,81.54166666666667,86.1125,96.0325,80.46,86.10000000000001
2024/3/25,Monday,80.05916666666666,55.325,85.565,86.96499999999999,74.87666666666667
2024/3/26,Tuesday,110.1875,106.44749999999999,103.5125,107.84666666666668,110.02666666666666
2024/3/27,Wednesday,152.23083333333332,145.77499999999998,129.55625,146.84166666666667,157.80666666666664
2024/3/28,Thursday,211.23166666666665,198.075,168.83625,205.41666666666663,238.03
2024/3/29,Friday,99.8025,101.64750000000001,94.96,108.13000000000001,121.63666666666666
2024/3/30,Saturday,49.70166666666666,36.76,42.2675,52.81833333333333,55.59666666666667
2024/3/31,Sunday,84.72333333333334,79.13749999999999,78.51125,82.52833333333332,84.62666666666667
2024/4/1,Monday,78.55083333333333,81.045,85.49875,76.91833333333332,79.77999999999999
2024/4/2,Tuesday,83.68749999999999,94.66499999999999,84.01124999999999,78.55666666666667,86.59666666666668
2024/4/3,Wednesday,74.44666666666666,76.0825,70.19250000000001,67.39166666666667,81.32
2024/4/4,Thursday,69.36749999999999,79.2075,70.9,66.56333333333333,75.30333333333333
